president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/12/2025,2/18/2025,1500.0, LV,0.1105286,0.0,True,53.0,45.0,8.0,49.44522,46.81617,2.629051,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/18/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,McLaughlin & Associates,,2/11/2025,2/18/2025,1000.0, LV,0.694305,0.0,,18.0,9.0,9.0,15.73727,8.381309,7.355962,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,2/19/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Economy,YouGov,Economist,2/16/2025,2/18/2025,1603.0, A,0.6063864,0.0,,46.0,42.0,4.0,47.13036,42.14878,4.981579,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/19/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601.0, A,0.7313955,0.0,,45.0,53.0,-8.0,47.01978,50.6626,-3.642822,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/19/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Economist,2/16/2025,2/18/2025,1603.0, A,0.4462306,0.0,,32.0,37.0,-5.0,34.2123,36.09587,-1.883572,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/19/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,0.8812639,0.0,,44.0,51.0,-7.0,44.66275,49.38961,-4.72686,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,2/16/2025,2/18/2025,1603.0, A,0.7811745,0.0,,51.0,43.0,8.0,51.18638,42.85695,8.32943,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/19/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Trade,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,1.380629,0.0,,37.0,49.0,-12.0,39.28205,49.4402,-10.15815,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Economist,2/16/2025,2/18/2025,1603.0, A,0.4462306,0.0,,18.0,7.0,11.0,17.67801,7.078617,10.59939,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/19/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,0.8812639,0.0,,26.0,40.0,-14.0,30.54215,40.06533,-9.52318,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Economist,2/16/2025,2/18/2025,1603.0, A,0.423326,0.0,,50.0,45.0,5.0,51.70536,43.78253,7.922829,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/19/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,,2/14/2025,2/18/2025,1135.0, A,0.3728025,0.0,,46.0,46.0,0.0,46.14396,45.63005,0.5139084,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf,2/19/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,0.8812639,0.0,,39.0,47.0,-8.0,42.37291,46.71951,-4.3466,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601.0, A,0.7313955,0.0,,50.0,48.0,2.0,52.13064,48.33002,3.800617,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/19/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/11/2026,2/17/2026,1500.0, LV,0.1142142,0.0,True,48.0,51.0,-3.0,45.25449,52.54536,-7.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/17/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,0.7606534,0.0,,40.0,58.0,-18.0,42.13064,58.33002,-16.19938,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,0.7606534,0.0,,39.0,60.0,-21.0,41.01978,57.6626,-16.64282,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/11/2026,2/17/2026,1500.0, LV,0.1142142,0.0,True,48.0,51.0,-3.0,44.44522,52.81617,-8.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/17/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,1.259349,0.0,,19.0,47.0,-28.0,23.54215,47.06533,-23.52318,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2087.0, RV,1.314793,0.0,,41.0,58.0,-17.0,41.89571,56.0835,-14.18779,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,0.7606534,0.0,,39.0,60.0,-21.0,39.66275,58.38961,-18.72686,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,0.7606534,0.0,,41.0,57.0,-16.0,44.37291,56.71951,-12.3466,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Weak,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,1.259349,0.0,,21.0,13.0,8.0,18.68025,11.09563,7.58462,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Trade,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,1.379366,0.0,,34.0,64.0,-30.0,36.28205,64.44021,-28.15816,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:50 12 Jul 2026
Donald Trump (2nd term),Cost,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2589.0, A,1.259349,0.0,,32.0,65.0,-33.0,35.5962,64.4173,-28.8211,https://www.washingtonpost.com/politics/2026/02/22/trump-disapproval-post-poll/,2/17/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.203635,0.0,,45.0,49.0,-4.0,47.22786,48.61395,-1.386089,https://poll.qu.edu/poll-release?releaseid=3919,2/18/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Blueprint Polling,,2/16/2025,2/17/2025,1383.0, RV,1.220951,0.0,,47.0,48.0,-1.0,47.57233,47.59875,-0.0264206,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/17/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,SSRS,CNN,2/13/2025,2/17/2025,1206.0, A,0.7486667,0.0,,47.0,52.0,-5.0,47.87596,48.96815,-1.09219,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,2/18/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),All polls,Emerson College,,2/15/2025,2/17/2025,1000.0, RV,1.28996,0.0,,47.8,42.2,5.599998,47.28604,44.6697,2.616341,https://emersoncollegepolling.com/february-2025-national-poll-trump-presidential-approval-at-48-musk-doge-job-approval-at-41/,2/18/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,SSRS,CNN,2/13/2025,2/17/2025,989.0, RV,0.7246782,0.0,,46.0,54.0,-8.0,47.30416,51.16068,-3.856518,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,2/18/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.203635,0.0,,39.0,45.0,-6.0,36.39714,42.32239,-5.925251,https://poll.qu.edu/poll-release?releaseid=3919,2/18/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/11/2025,2/17/2025,1500.0, LV,0.1110374,0.0,True,52.0,46.0,6.0,49.25449,47.54536,1.709129,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/17/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,co/efficient,,2/15/2025,2/17/2025,2063.0, LV,1.248887,0.0,,48.0,48.0,0.0,47.30273,47.70984,-0.4071083,https://coefficient.org/doge-part-1/,2/18/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,Blueprint Polling,,2/16/2025,2/17/2025,1383.0, RV,1.220951,0.0,,47.0,48.0,-1.0,47.78689,47.56324,0.2236481,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/17/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Immigration,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.203635,0.0,,46.0,49.0,-3.0,48.09616,46.81354,1.282619,https://poll.qu.edu/poll-release?releaseid=3919,2/18/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),All polls,SSRS,CNN,2/13/2025,2/17/2025,1206.0, A,0.7486667,0.0,,47.0,52.0,-5.0,48.68764,48.50492,0.1827202,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,2/18/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.203635,0.0,,6.0,3.0,3.0,11.18944,5.768438,5.421002,https://poll.qu.edu/poll-release?releaseid=3919,2/18/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,Blueprint Polling,,2/16/2025,2/17/2025,1383.0, RV,1.248576,0.0,,52.0,43.0,9.0,51.85213,43.29444,8.55769,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/18/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Trade,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.26914,0.0,,42.0,49.0,-7.0,41.84804,49.48086,-7.63282,https://poll.qu.edu/poll-release?releaseid=3919,2/18/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Voters,Emerson College,,2/15/2025,2/17/2025,1000.0, RV,1.28996,0.0,,47.8,42.2,5.599998,47.83866,44.49942,3.339241,https://emersoncollegepolling.com/february-2025-national-poll-trump-presidential-approval-at-48-musk-doge-job-approval-at-41/,2/18/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Blueprint Polling,,2/16/2025,2/17/2025,1383.0, RV,1.220951,0.0,,31.0,42.0,-11.0,31.77253,41.22741,-9.45488,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/18/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.203635,0.0,,45.0,49.0,-4.0,47.75726,48.36688,-0.6096191,https://poll.qu.edu/poll-release?releaseid=3919,2/18/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Economy,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.23259,0.0,,44.0,48.0,-4.0,44.24898,47.82114,-3.572159,https://poll.qu.edu/poll-release?releaseid=3919,2/18/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Weak,Blueprint Polling,,2/16/2025,2/17/2025,1383.0, RV,1.220951,0.0,,16.0,6.0,10.0,15.912,6.500394,9.411606,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/18/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Cost,Blueprint Polling,,2/16/2025,2/17/2025,1383.0, RV,1.248576,0.0,,40.0,50.0,-10.0,40.1092,49.85572,-9.746521,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/18/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/11/2025,2/17/2025,1500.0, LV,0.1110374,0.0,True,52.0,46.0,6.0,48.44522,47.81617,0.6290512,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/17/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,co/efficient,,2/15/2025,2/17/2025,2063.0, LV,1.248887,0.0,,48.0,48.0,0.0,47.01091,47.57095,-0.5600395,https://coefficient.org/doge-part-1/,2/18/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.3506033,0.0,,44.0,53.0,-9.0,42.15903,54.89645,-12.73742,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,2/13/2026,2/16/2026,1117.0, A,0.5434446,0.0,,38.0,60.0,-22.0,40.01978,57.6626,-17.64282,https://www.reuters.com/world/us/trumps-immigration-approval-hits-new-low-according-reutersipsos-poll-2026-02-17/,2/16/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,The Bullfinch Group,Independent Center,2/13/2026,2/16/2026,1200.0, A,0.987844,0.0,,38.0,57.0,-19.0,37.58606,57.53459,-19.94853,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-mainframe-q1-nationwide-survey,2/16/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),All polls,The Bullfinch Group,Independent Center,2/13/2026,2/16/2026,1200.0, A,0.987844,0.0,,38.0,57.0,-19.0,38.66505,57.00349,-18.33844,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-mainframe-q1-nationwide-survey,2/16/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,2/13/2026,2/16/2026,1117.0, A,0.5434446,0.0,,38.0,55.0,-17.0,40.13064,55.33002,-15.19938,https://www.reuters.com/world/us/trumps-immigration-approval-hits-new-low-according-reutersipsos-poll-2026-02-17/,2/16/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Economist,2/13/2026,2/16/2026,1682.0, A,0.5435969,0.0,,39.0,56.0,-17.0,39.14396,55.63005,-16.48609,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,2/16/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Strong,The Bullfinch Group,Independent Center,2/13/2026,2/16/2026,1200.0, A,0.987844,0.0,,19.0,43.0,-24.0,21.33957,44.61284,-23.27327,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-mainframe-q1-nationwide-survey,2/16/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Economist,2/13/2026,2/16/2026,1682.0, A,0.4729549,0.0,,39.0,56.0,-17.0,40.70536,54.78253,-14.07717,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,2/16/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/10/2026,2/16/2026,1500.0, LV,0.1147582,0.0,True,47.0,51.0,-4.0,44.25449,52.54536,-8.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/16/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Economist,2/13/2026,2/16/2026,1682.0, A,0.4741215,0.0,,17.0,9.0,8.0,16.67801,9.078617,7.599394,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,2/16/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,2/13/2026,2/16/2026,1117.0, A,0.5434446,0.0,,38.0,60.0,-22.0,38.66275,58.38961,-19.72686,https://www.reuters.com/world/us/trumps-immigration-approval-hits-new-low-according-reutersipsos-poll-2026-02-17/,2/16/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Economist,2/13/2026,2/16/2026,1682.0, A,0.4741215,0.0,,22.0,46.0,-24.0,24.2123,45.09587,-20.88357,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,2/16/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.5731174,0.0,,44.0,48.0,-4.0,40.7786,53.43021,-12.65161,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Economist,2/13/2026,2/16/2026,1512.0, RV,0.5482656,0.0,,43.0,55.0,-12.0,43.42935,54.07382,-10.64447,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,2/16/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,The Bullfinch Group,Independent Center,2/13/2026,2/16/2026,1200.0, A,0.987844,0.0,,19.0,13.0,6.0,17.55784,11.69182,5.86602,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-mainframe-q1-nationwide-survey,2/16/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,2/13/2026,2/16/2026,1117.0, A,0.5434446,0.0,,34.0,57.0,-23.0,37.37291,56.71951,-19.3466,https://www.reuters.com/world/us/trumps-immigration-approval-hits-new-low-according-reutersipsos-poll-2026-02-17/,2/16/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Immigration,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.5731174,0.0,,47.0,45.0,2.0,43.55722,50.60173,-7.04451,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Voters,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.4429706,0.0,,44.0,53.0,-9.0,42.6115,54.03628,-11.42478,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Trade,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.5731174,0.0,,44.0,46.0,-2.0,39.19113,53.64173,-14.4506,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2026,10:01:50 12 Jul 2026
Donald Trump (2nd term),Voters,The Bullfinch Group,Independent Center,2/13/2026,2/16/2026,1000.0, RV,0.9496727,0.0,,39.0,58.0,-19.0,39.55954,57.72017,-18.16063,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-mainframe-q1-nationwide-survey,2/16/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.463739,0.0,,18.0,10.0,8.0,17.19894,10.34449,6.85445,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/10/2026,2/16/2026,1500.0, LV,0.1147582,0.0,True,47.0,51.0,-4.0,43.44522,52.81617,-9.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/16/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.463739,0.0,,26.0,43.0,-17.0,25.00387,44.46063,-19.45676,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,2/13/2026,2/16/2026,1682.0, A,0.6216618,0.0,,42.0,53.0,-11.0,42.18638,52.85695,-10.67057,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,2/16/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Economy,Morning Consult,,2/14/2025,2/16/2025,2217.0, RV,0.4530738,0.0,,48.0,41.0,7.0,44.7786,46.43021,-1.651611,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,Morning Consult,,2/14/2025,2/16/2025,2217.0, RV,0.5599409,0.0,,50.0,47.0,3.0,48.6115,48.03628,0.5752182,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/17/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,SurveyUSA,,2/13/2025,2/16/2025,2000.0, A,1.781465,0.0,,51.0,45.0,6.0,50.21538,45.61549,4.599892,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,2/17/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,SurveyUSA,,2/13/2025,2/16/2025,2000.0, A,1.781465,0.0,,51.0,45.0,6.0,49.91956,45.70033,4.219231,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,2/17/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Weak,SurveyUSA,,2/13/2025,2/16/2025,2000.0, A,1.781465,0.0,,20.0,10.0,10.0,18.65422,9.453053,9.201167,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,2/17/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,Morning Consult,,2/14/2025,2/16/2025,2217.0, RV,0.4530764,0.0,,55.0,37.0,18.0,51.55722,42.60173,8.95549,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Trade,Gallup,,2/3/2025,2/16/2025,1004.0, A,1.223319,0.0,,42.0,53.0,-11.0,42.24216,52.01696,-9.774799,https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,2/17/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Immigration,Gallup,,2/3/2025,2/16/2025,1004.0, A,1.223319,0.0,,46.0,51.0,-5.0,49.21932,47.06657,2.152748,https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,2/17/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Weak,Morning Consult,,2/14/2025,2/16/2025,2217.0, RV,0.4530789,0.0,,16.0,8.0,8.0,15.19894,8.344487,6.854453,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/17/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Trade,Morning Consult,,2/14/2025,2/16/2025,2217.0, RV,0.4530712,0.0,,48.0,40.0,8.0,43.19113,47.64173,-4.4506,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2025,10:01:50 12 Jul 2026
